sample_id,top_3_train_indices
TR-4670,"[2893, 102, 8801]"
TR-4671,"[4971, 6447, 8030]"
TR-4672,"[7791, 4783, 7033]"
TR-4673,"[4948, 2716, 6579]"
TR-4674,"[6914, 6460, 1530]"
TR-4675,"[2161, 3480, 6700]"
TR-4676,"[7900, 5853, 5143]"
TR-4677,"[6189, 4759, 4705]"
TR-4678,"[4114, 42, 8313]"
TR-4679,"[6432, 8321, 5561]"
TR-4680,"[2884, 8146, 3393]"
TR-4681,"[4963, 5408, 4955]"
TR-4682,"[2418, 4783, 3261]"
TR-4683,"[7788, 2364, 4562]"
TR-4684,"[4768, 3911, 4929]"
TR-4685,"[8259, 7545, 235]"
TR-4686,"[6189, 6642, 3714]"
TR-4687,"[4773, 5056, 5104]"
TR-4688,"[6682, 3546, 1310]"
TR-4689,"[3163, 2828, 2100]"
TR-4690,"[6699, 2227, 1081]"
TR-4691,"[4704, 8024, 4495]"
TR-4692,"[5020, 5276, 8477]"
TR-4693,"[4798, 8230, 3604]"
TR-4694,"[1844, 2116, 824]"
TR-4695,"[468, 570, 8047]"
TR-4696,"[7571, 4105, 959]"
TR-4697,"[5053, 2275, 2278]"
TR-4698,"[5056, 7356, 1647]"
TR-4699,"[6071, 8301, 246]"
TR-4700,"[4938, 706, 3713]"
TR-4701,"[112, 4737, 7478]"
TR-4702,"[11, 8077, 1242]"
TR-4703,"[2080, 7244, 3221]"
TR-4704,"[7439, 2051, 7824]"
TR-4705,"[4690, 6349, 8313]"
TR-4706,"[6189, 6357, 4216]"
TR-4707,"[2124, 2133, 3563]"
TR-4708,"[2036, 1978, 7901]"
TR-4709,"[6707, 4796, 7155]"
TR-4710,"[7958, 1077, 8016]"
TR-4711,"[8585, 5873, 5798]"
TR-4712,"[7133, 6408, 2393]"
TR-4713,"[5057, 1317, 6412]"
TR-4714,"[3829, 4849, 4992]"
TR-4715,"[2607, 6573, 4041]"
TR-4716,"[2414, 3352, 3617]"
TR-4717,"[6898, 3129, 5473]"
TR-4718,"[5856, 5086, 2438]"
TR-4719,"[3555, 5516, 6250]"
TR-4720,"[1544, 4836, 1363]"
TR-4721,"[6692, 7557, 5435]"
TR-4722,"[2670, 5047, 3479]"
TR-4723,"[3490, 7846, 6253]"
TR-4724,"[3003, 5449, 2576]"
TR-4725,"[2087, 211, 3215]"
TR-4726,"[3887, 2496, 5766]"
TR-4727,"[7466, 2663, 6759]"
TR-4728,"[6332, 6530, 5136]"
TR-4729,"[5257, 1392, 792]"
TR-4730,"[3376, 7667, 6102]"
TR-4731,"[8465, 2982, 5440]"
TR-4732,"[5081, 7899, 6124]"
TR-4733,"[6481, 6440, 8476]"
TR-4734,"[4837, 701, 4738]"
TR-4735,"[4836, 8666, 4378]"
TR-4736,"[3064, 933, 5333]"
TR-4737,"[2922, 4456, 3994]"
TR-4738,"[2570, 2939, 286]"
TR-4739,"[5495, 2883, 7151]"
TR-4740,"[8014, 6624, 6636]"
TR-4741,"[4563, 1729, 3296]"
TR-4742,"[8351, 3863, 3771]"
TR-4743,"[6062, 6727, 6772]"
TR-4744,"[6229, 2476, 7689]"
TR-4745,"[5707, 5784, 1829]"
TR-4746,"[5427, 6388, 7940]"
TR-4747,"[4864, 5078, 7118]"
TR-4748,"[1696, 92, 257]"
TR-4749,"[6207, 5471, 8185]"
TR-4750,"[7113, 8218, 3048]"
TR-4751,"[5060, 4608, 5112]"
TR-4752,"[8384, 2596, 2099]"
TR-4753,"[7780, 3109, 4705]"
TR-4754,"[2827, 6870, 7372]"
TR-4755,"[8578, 7227, 7842]"
TR-4756,"[4680, 988, 6894]"
TR-4757,"[1932, 1682, 1935]"
TR-4758,"[1578, 1713, 253]"
TR-4759,"[4658, 6248, 804]"
TR-4760,"[3371, 3125, 7571]"
TR-4761,"[3480, 1586, 6719]"
TR-4762,"[4901, 4762, 4841]"
TR-4763,"[5005, 4901, 4761]"
TR-4764,"[6139, 3667, 1288]"
TR-4765,"[2964, 5633, 4343]"
TR-4766,"[8555, 7085, 5357]"
TR-4767,"[2314, 8461, 6549]"
TR-4768,"[8225, 5856, 2683]"
TR-4769,"[5023, 2700, 7534]"
TR-4770,"[4887, 4899, 232]"
TR-4771,"[1122, 8005, 8027]"
TR-4772,"[539, 862, 851]"
TR-4773,"[1701, 8140, 5485]"
TR-4774,"[5104, 5034, 6740]"
TR-4775,"[4862, 7651, 8550]"
TR-4776,"[8323, 4376, 4084]"
TR-4777,"[4643, 5076, 3380]"
TR-4778,"[2121, 3498, 3404]"
TR-4779,"[5146, 8216, 1166]"
TR-4780,"[4644, 7520, 8454]"
TR-4781,"[2853, 2215, 4461]"
TR-4782,"[4578, 4215, 4051]"
TR-4783,"[1477, 7776, 608]"
TR-4784,"[2210, 8652, 7033]"
TR-4785,"[6727, 2487, 8034]"
TR-4786,"[3243, 3107, 467]"
TR-4787,"[6673, 2407, 2922]"
TR-4788,"[2932, 1575, 8022]"
TR-4789,"[6890, 1393, 4677]"
TR-4790,"[7964, 7945, 5633]"
TR-4791,"[8481, 1875, 2676]"
TR-4792,"[4461, 4491, 2092]"
TR-4793,"[8596, 4802, 226]"
TR-4794,"[5041, 4431, 4993]"
TR-4795,"[2022, 7448, 4639]"
TR-4796,"[3154, 3475, 2817]"
TR-4797,"[7856, 3786, 3763]"
TR-4798,"[1226, 5306, 239]"
TR-4799,"[4692, 8230, 6307]"
TR-4800,"[5613, 5922, 3296]"
TR-4801,"[4649, 7676, 4738]"
TR-4802,"[6884, 5044, 2071]"
TR-4803,"[4792, 8596, 226]"
TR-4804,"[1520, 6937, 2127]"
TR-4805,"[3745, 5975, 920]"
TR-4806,"[7021, 6347, 597]"
TR-4807,"[8795, 4931, 1537]"
TR-4808,"[4526, 5378, 8524]"
TR-4809,"[7080, 4411, 6201]"
TR-4810,"[2797, 3635, 2352]"
TR-4811,"[2340, 8109, 1798]"
TR-4812,"[6719, 2855, 7818]"
TR-4813,"[2683, 2152, 6449]"
TR-4814,"[8158, 8151, 1707]"
TR-4815,"[2574, 7540, 2610]"
TR-4816,"[4950, 7992, 2767]"
TR-4817,"[3450, 1257, 3493]"
TR-4818,"[8045, 4980, 6378]"
TR-4819,"[1483, 8768, 8366]"
TR-4820,"[4667, 4763, 8302]"
TR-4821,"[5764, 7809, 7695]"
TR-4822,"[649, 2182, 6592]"
TR-4823,"[6140, 539, 850]"
TR-4824,"[3189, 4989, 4825]"
TR-4825,"[2590, 5608, 1215]"
TR-4826,"[3327, 3746, 4858]"
TR-4827,"[8392, 6132, 8475]"
TR-4828,"[2457, 2335, 5838]"
TR-4829,"[6613, 3962, 6013]"
TR-4830,"[4075, 1948, 7643]"
TR-4831,"[5034, 3132, 7356]"
TR-4832,"[4603, 6563, 8211]"
TR-4833,"[1566, 1892, 1823]"
TR-4834,"[2536, 3167, 2560]"
TR-4835,"[5619, 4552, 6236]"
TR-4836,"[77, 5100, 6667]"
TR-4837,"[5463, 7254, 4653]"
TR-4838,"[701, 4733, 3543]"
TR-4839,"[8697, 622, 7793]"
TR-4840,"[3626, 8210, 1326]"
TR-4841,"[1472, 5073, 1727]"
TR-4842,"[4901, 3189, 5005]"
TR-4843,"[4426, 4071, 7850]"
TR-4844,"[4692, 6296, 277]"
TR-4845,"[4710, 7782, 547]"
TR-4846,"[2948, 1194, 6727]"
TR-4847,"[3725, 4355, 1826]"
TR-4848,"[8183, 5012, 3047]"
TR-4849,"[2563, 5205, 4658]"
TR-4850,"[4178, 2803, 1050]"
TR-4851,"[3599, 6223, 4751]"
TR-4852,"[2727, 4878, 4995]"
TR-4853,"[175, 6881, 96]"
TR-4854,"[5022, 8150, 7624]"
TR-4855,"[3593, 8643, 6528]"
TR-4856,"[76, 5839, 7892]"
TR-4857,"[5953, 3178, 7276]"
TR-4858,"[2858, 1752, 4268]"
TR-4859,"[4825, 5110, 6186]"
TR-4860,"[4541, 5129, 2037]"
TR-4861,"[828, 5257, 2514]"
TR-4862,"[5653, 8454, 8663]"
TR-4863,"[4774, 3634, 7889]"
TR-4864,"[4449, 6485, 1706]"
TR-4865,"[5078, 7118, 8431]"
TR-4866,"[3507, 8565, 8356]"
TR-4867,"[5073, 2238, 1294]"
TR-4868,"[6388, 6139, 8321]"
TR-4869,"[2810, 4703, 1505]"
TR-4870,"[4655, 2919, 4521]"
TR-4871,"[4573, 3404, 2121]"
TR-4872,"[1086, 6612, 2531]"
TR-4873,"[8710, 3947, 876]"
TR-4874,"[817, 5328, 7977]"
TR-4875,"[5137, 7124, 8672]"
TR-4876,"[5004, 2664, 608]"
TR-4877,"[468, 4694, 4933]"
TR-4878,"[5851, 1591, 5865]"
TR-4879,"[2727, 5690, 636]"
TR-4880,"[5108, 2138, 7151]"
TR-4881,"[8213, 4151, 4895]"
TR-4882,"[3799, 7110, 6658]"
TR-4883,"[6189, 4705, 3619]"
TR-4884,"[8157, 2616, 6291]"
TR-4885,"[5067, 4853, 1425]"
TR-4886,"[5650, 3095, 6170]"
TR-4887,"[6563, 7356, 2315]"
TR-4888,"[4769, 4899, 5026]"
TR-4889,"[6357, 3578, 6613]"
TR-4890,"[8439, 3243, 8661]"
TR-4891,"[4825, 5048, 4904]"
TR-4892,"[6657, 6673, 8211]"
TR-4893,"[2855, 1586, 6369]"
TR-4894,"[7795, 2845, 3055]"
TR-4895,"[7643, 4253, 8491]"
TR-4896,"[8213, 6649, 6086]"
TR-4897,"[2655, 7026, 4327]"
TR-4898,"[3782, 8476, 3629]"
TR-4899,"[3109, 5261, 4947]"
TR-4900,"[4887, 4769, 232]"
TR-4901,"[2375, 7320, 6487]"
TR-4902,"[7374, 5005, 4762]"
TR-4903,"[1696, 683, 2881]"
TR-4904,"[2798, 2351, 6432]"
TR-4905,"[4444, 4954, 8124]"
TR-4906,"[5075, 3839, 2296]"
TR-4907,"[4929, 4202, 5809]"
TR-4908,"[2238, 1414, 5670]"
TR-4909,"[1772, 6890, 8415]"
TR-4910,"[6374, 6508, 2696]"
TR-4911,"[5949, 5985, 5880]"
TR-4912,"[2884, 7282, 2742]"
TR-4913,"[2210, 8652, 8332]"
TR-4914,"[2480, 7320, 7094]"
TR-4915,"[3554, 4573, 4014]"
TR-4916,"[1468, 7028, 8376]"
TR-4917,"[6808, 1525, 8043]"
TR-4918,"[2294, 6394, 1929]"
TR-4919,"[3725, 2370, 3386]"
TR-4920,"[4027, 6974, 5752]"
TR-4921,"[7679, 4088, 4657]"
TR-4922,"[7424, 7621, 2076]"
TR-4923,"[77, 4859, 1860]"
TR-4924,"[402, 3582, 166]"
TR-4925,"[4146, 7090, 5930]"
TR-4926,"[3220, 4665, 7726]"
TR-4927,"[6297, 6948, 4891]"
TR-4928,"[4696, 2603, 8257]"
TR-4929,"[3027, 2486, 8494]"
TR-4930,"[7850, 7897, 4660]"
TR-4931,"[1727, 5459, 2238]"
TR-4932,"[4803, 5261, 7107]"
TR-4933,"[3709, 3572, 4374]"
TR-4934,"[4063, 3777, 3122]"
TR-4935,"[3266, 8139, 3481]"
TR-4936,"[246, 4378, 2801]"
TR-4937,"[2734, 6382, 5106]"
TR-4938,"[3064, 5430, 7497]"
TR-4939,"[4991, 4855, 567]"
TR-4940,"[4123, 7251, 7055]"
TR-4941,"[7383, 824, 1290]"
TR-4942,"[4574, 4975, 3638]"
TR-4943,"[3556, 2841, 6514]"
TR-4944,"[6262, 7776, 5515]"
TR-4945,"[5098, 3350, 6897]"
TR-4946,"[5379, 374, 4541]"
TR-4947,"[5851, 372, 1079]"
TR-4948,"[2325, 7984, 1045]"
TR-4949,"[5719, 4672, 5808]"
TR-4950,"[8172, 7733, 5866]"
TR-4951,"[2670, 2460, 3254]"
TR-4952,"[8454, 5916, 8609]"
TR-4953,"[123, 2850, 5868]"
TR-4954,"[959, 7253, 7400]"
TR-4955,"[4488, 5112, 4489]"
TR-4956,"[4833, 4963, 6369]"
TR-4957,"[6324, 5347, 6576]"
TR-4958,"[4389, 8193, 7053]"
TR-4959,"[5689, 5911, 6649]"
TR-4960,"[8146, 2808, 3047]"
TR-4961,"[157, 4989, 1794]"
TR-4962,"[8332, 2699, 7763]"
TR-4963,"[2919, 3546, 6682]"
TR-4964,"[4680, 4833, 6700]"
TR-4965,"[4858, 1528, 3327]"
TR-4966,"[7540, 6460, 1603]"
TR-4967,"[8390, 7740, 5352]"
TR-4968,"[7695, 4820, 6000]"
TR-4969,"[89, 224, 2606]"
TR-4970,"[1716, 7010, 6397]"
TR-4971,"[4666, 6589, 6271]"
TR-4972,"[4670, 2377, 6447]"
TR-4973,"[974, 2545, 5065]"
TR-4974,"[3056, 1698, 8671]"
TR-4975,"[5982, 110, 7242]"
TR-4976,"[3044, 4941, 3151]"
TR-4977,"[6751, 2127, 1407]"
TR-4978,"[6369, 2855, 3835]"
TR-4979,"[2427, 8143, 2965]"
TR-4980,"[5686, 8771, 3718]"
TR-4981,"[4817, 8637, 6378]"
TR-4982,"[8653, 8492, 4842]"
TR-4983,"[4712, 6412, 6682]"
TR-4984,"[8622, 4857, 8500]"
TR-4985,"[7253, 7571, 7400]"
TR-4986,"[1440, 4462, 8777]"
TR-4987,"[729, 5698, 1566]"
TR-4988,"[6271, 7201, 1227]"
TR-4989,"[6189, 4705, 4882]"
TR-4990,"[7055, 8378, 8430]"
TR-4991,"[5402, 8244, 7770]"
TR-4992,"[1623, 4938, 7899]"
TR-4993,"[8525, 4713, 2456]"
TR-4994,"[4660, 4793, 3829]"
TR-4995,"[7897, 4067, 4677]"
TR-4996,"[4851, 2727, 2175]"
TR-4997,"[8777, 154, 8676]"
TR-4998,"[3382, 8075, 4620]"
TR-4999,"[1391, 1073, 1369]"
TR-5000,"[5097, 2545, 4643]"
TR-5001,"[3044, 1192, 7394]"
TR-5002,"[615, 6808, 4789]"
TR-5003,"[5113, 1081, 4071]"
TR-5004,"[5115, 1210, 3452]"
TR-5005,"[4875, 7438, 2606]"
TR-5006,"[5253, 4762, 7374]"
TR-5007,"[8225, 5856, 7208]"
TR-5008,"[8038, 7728, 6418]"
TR-5009,"[1312, 1671, 3546]"
TR-5010,"[5219, 8688, 8146]"
TR-5011,"[5066, 5253, 3690]"
TR-5012,"[3281, 8157, 4574]"
TR-5013,"[4847, 7641, 3746]"
TR-5014,"[8606, 5672, 4526]"
TR-5015,"[6403, 4155, 3241]"
TR-5016,"[3157, 4671, 864]"
TR-5017,"[8342, 5778, 6835]"
TR-5018,"[8786, 6002, 7820]"
TR-5019,"[4681, 3169, 3782]"
TR-5020,"[1894, 779, 6682]"
TR-5021,"[8106, 4691, 5631]"
TR-5022,"[7888, 1444, 1091]"
TR-5023,"[7438, 1727, 5004]"
TR-5024,"[4768, 7064, 6394]"
TR-5025,"[5352, 5690, 2727]"
TR-5026,"[8445, 987, 4789]"
TR-5027,"[6170, 4645, 4165]"
TR-5028,"[2518, 959, 8224]"
TR-5029,"[1050, 4849, 7899]"
TR-5030,"[3676, 2396, 1671]"
TR-5031,"[1237, 7096, 2293]"
TR-5032,"[2076, 3320, 7145]"
TR-5033,"[5171, 4180, 7701]"
TR-5034,"[626, 2689, 2553]"
TR-5035,"[5104, 5056, 2441]"
TR-5036,"[7080, 4376, 6842]"
TR-5037,"[8108, 2936, 2744]"
TR-5038,"[7906, 126, 4605]"
TR-5039,"[4337, 7721, 4965]"
TR-5040,"[5061, 6885, 125]"
TR-5041,"[7224, 5632, 2734]"
TR-5042,"[4793, 4431, 4629]"
TR-5043,"[6161, 8364, 2896]"
TR-5044,"[6260, 8006, 2893]"
TR-5045,"[6297, 6263, 7112]"
TR-5046,"[8571, 4471, 732]"
TR-5047,"[7934, 2278, 2618]"
TR-5048,"[2670, 3518, 3479]"
TR-5049,"[4825, 4189, 4566]"
TR-5050,"[5805, 2786, 946]"
TR-5051,"[1958, 4512, 4100]"
TR-5052,"[4543, 4491, 4940]"
TR-5053,"[8211, 4603, 5093]"
TR-5054,"[4696, 4852, 1220]"
TR-5055,"[1689, 6530, 3568]"
TR-5056,"[4394, 3921, 6264]"
TR-5057,"[3933, 4489, 4608]"
TR-5058,"[4712, 6412, 8070]"
TR-5059,"[3067, 2218, 448]"
TR-5060,"[5730, 283, 7152]"
TR-5061,"[4750, 3167, 4304]"
TR-5062,"[8430, 1363, 8378]"
TR-5063,"[6297, 5906, 4695]"
TR-5064,"[5616, 5710, 5255]"
TR-5065,"[3932, 2839, 7629]"
TR-5066,"[2545, 3178, 1332]"
TR-5067,"[5253, 5010, 3690]"
TR-5068,"[5004, 7438, 6356]"
TR-5069,"[6431, 6119, 6104]"
TR-5070,"[8476, 3782, 3629]"
TR-5071,"[5856, 2683, 8512]"
TR-5072,"[7595, 7060, 6210]"
TR-5073,"[4490, 3852, 7743]"
TR-5074,"[5111, 2238, 7086]"
TR-5075,"[4025, 7975, 6268]"
TR-5076,"[2062, 2272, 6639]"
TR-5077,"[4859, 4643, 4776]"
TR-5078,"[221, 358, 6266]"
TR-5079,"[4864, 5808, 5415]"
TR-5080,"[3300, 8102, 3334]"
TR-5081,"[7571, 7400, 6316]"
TR-5082,"[4731, 7578, 472]"
TR-5083,"[1877, 1933, 2693]"
TR-5084,"[3298, 2784, 6501]"
TR-5085,"[3619, 4685, 4041]"
TR-5086,"[1306, 5561, 2519]"
TR-5087,"[5856, 8512, 779]"
TR-5088,"[2445, 1611, 5105]"
TR-5089,"[5181, 7401, 6588]"
TR-5090,"[6716, 7548, 2720]"
TR-5091,"[2819, 4687, 4698]"
TR-5092,"[8624, 7167, 4698]"
TR-5093,"[4068, 8149, 10]"
TR-5094,"[8759, 7958, 7368]"
TR-5095,"[7985, 6713, 7624]"
TR-5096,"[393, 7335, 6147]"
TR-5097,"[6974, 1784, 83]"
TR-5098,"[4999, 2244, 2919]"
TR-5099,"[4944, 6350, 8774]"
TR-5100,"[2110, 1715, 6096]"
TR-5101,"[5531, 6875, 235]"
TR-5102,"[1590, 8552, 4142]"
TR-5103,"[1490, 1317, 8466]"
TR-5104,"[8602, 5522, 83]"
TR-5105,"[3969, 6700, 6369]"
TR-5106,"[1549, 285, 5087]"
TR-5107,"[8650, 3653, 7080]"
TR-5108,"[6826, 5534, 4727]"
TR-5109,"[4660, 3664, 4290]"
TR-5110,"[162, 6488, 5111]"
TR-5111,"[8443, 4036, 4608]"
TR-5112,"[7086, 2238, 5073]"
TR-5113,"[4750, 4833, 2536]"
TR-5114,"[5002, 6734, 4071]"
TR-5115,"[8796, 5613, 8577]"
TR-5116,"[5003, 7166, 1210]"
TR-5117,"[3013, 8779, 3527]"
TR-5118,"[1554, 6295, 5713]"
TR-5119,"[6252, 2249, 6283]"
TR-5120,"[1632, 2614, 2811]"
TR-5121,"[7166, 6815, 6445]"
TR-5122,"[7525, 7974, 6378]"
TR-5123,"[2819, 1702, 6055]"
TR-5124,"[1006, 2525, 3992]"
TR-5125,"[4645, 7695, 7415]"
TR-5126,"[5978, 3718, 8381]"
TR-5127,"[5478, 1899, 7040]"
TR-5128,"[7946, 6201, 6676]"
TR-5129,"[5241, 5548, 2574]"
TR-5130,"[7461, 4945, 4859]"
TR-5131,"[7828, 2811, 7376]"
TR-5132,"[3683, 5156, 5144]"
TR-5133,"[2943, 7205, 988]"
TR-5134,"[2385, 893, 8276]"
TR-5135,"[5693, 2711, 7379]"
TR-5136,"[8807, 3924, 5386]"
TR-5137,"[4552, 3703, 7378]"
TR-5138,"[104, 5298, 8414]"
TR-5139,"[6386, 3002, 828]"
TR-5140,"[3586, 7165, 6694]"
TR-5141,"[7254, 1798, 2683]"
TR-5142,"[3019, 4525, 7761]"
TR-5143,"[4373, 4003, 4577]"
TR-5144,"[5853, 7584, 1375]"
TR-5145,"[5608, 3097, 7405]"
TR-5146,"[5974, 5216, 5171]"
TR-5147,"[1166, 8527, 7534]"
TR-5148,"[7000, 6920, 4121]"
TR-5149,"[8204, 7583, 4220]"
TR-5150,"[247, 281, 5738]"
TR-5151,"[1519, 2492, 1313]"
TR-5152,"[5666, 5742, 3133]"
TR-5153,"[5546, 5530, 5547]"
TR-5154,"[8277, 576, 6388]"
TR-5155,"[6024, 5379, 5875]"
TR-5156,"[8043, 2134, 349]"
TR-5157,"[5148, 6260, 7583]"
TR-5158,"[5260, 3607, 8687]"
TR-5159,"[922, 7659, 6592]"
TR-5160,"[8177, 2372, 7403]"
TR-5161,"[1177, 6760, 242]"
TR-5162,"[6552, 46, 288]"
TR-5163,"[8794, 1510, 1445]"
TR-5164,"[8049, 6840, 838]"
TR-5165,"[8359, 49, 8531]"
TR-5166,"[2792, 2559, 7368]"
TR-5167,"[6571, 7131, 405]"
TR-5168,"[8040, 3006, 6301]"
TR-5169,"[6468, 1847, 6242]"
TR-5170,"[6164, 2241, 6192]"
TR-5171,"[6261, 6067, 2521]"
TR-5172,"[4180, 5032, 5353]"
TR-5173,"[7066, 3373, 3408]"
TR-5174,"[5368, 8238, 7766]"
TR-5175,"[2421, 1145, 8289]"
TR-5176,"[7382, 6974, 8272]"
TR-5177,"[6976, 7176, 2711]"
TR-5178,"[4373, 4208, 5423]"
TR-5179,"[8715, 8467, 8399]"
TR-5180,"[3365, 3287, 4041]"
TR-5181,"[7071, 2119, 2145]"
TR-5182,"[5912, 5186, 2864]"
TR-5183,"[6476, 7863, 8781]"
TR-5184,"[5490, 8337, 4027]"
TR-5185,"[8785, 5675, 8222]"
TR-5186,"[1828, 7079, 2218]"
TR-5187,"[5397, 5283, 5181]"
TR-5188,"[7975, 3503, 8009]"
TR-5189,"[2882, 3376, 2035]"
TR-5190,"[6467, 5266, 5632]"
TR-5191,"[1627, 780, 800]"
TR-5192,"[1368, 7228, 476]"
TR-5193,"[7409, 678, 8638]"
TR-5194,"[6747, 916, 7204]"
TR-5195,"[1991, 1521, 2027]"
TR-5196,"[7974, 6490, 7525]"
TR-5197,"[5557, 8414, 5984]"
TR-5198,"[1330, 918, 1053]"
TR-5199,"[281, 3706, 7793]"
TR-5200,"[3750, 3928, 4599]"
TR-5201,"[5548, 3878, 7867]"
TR-5202,"[7900, 576, 7461]"
TR-5203,"[1375, 8120, 8635]"
TR-5204,"[1073, 1391, 1798]"
TR-5205,"[1780, 51, 7600]"
TR-5206,"[6470, 2563, 4357]"
TR-5207,"[7473, 880, 5575]"
TR-5208,"[5298, 3420, 2173]"
TR-5209,"[7082, 6182, 1920]"
TR-5210,"[2343, 314, 1247]"
TR-5211,"[1700, 7319, 6274]"
TR-5212,"[3469, 3793, 5632]"
TR-5213,"[5456, 5347, 795]"
TR-5214,"[6139, 521, 578]"
TR-5215,"[3798, 4126, 1687]"
TR-5216,"[5703, 6522, 225]"
TR-5217,"[5145, 5974, 7301]"
TR-5218,"[7996, 6151, 7832]"
TR-5219,"[4208, 4355, 5384]"
TR-5220,"[4703, 7824, 7909]"
TR-5221,"[4905, 5120, 2296]"
TR-5222,"[4358, 3570, 4552]"
TR-5223,"[89, 7379, 5614]"
TR-5224,"[8294, 8360, 3484]"
TR-5225,"[7998, 6264, 7892]"
TR-5226,"[2913, 1929, 5489]"
TR-5227,"[1940, 7864, 30]"
TR-5228,"[1093, 4859, 5129]"
TR-5229,"[1946, 6461, 6072]"
TR-5230,"[5387, 8337, 7797]"
TR-5231,"[2938, 3215, 3463]"
TR-5232,"[5394, 5302, 288]"
TR-5233,"[586, 7763, 8106]"
TR-5234,"[4780, 7033, 3823]"
TR-5235,"[1715, 757, 6869]"
TR-5236,"[3433, 8311, 1750]"
TR-5237,"[3430, 3366, 7805]"
TR-5238,"[5533, 6173, 6521]"
TR-5239,"[1358, 1757, 465]"
TR-5240,"[5362, 7934, 2919]"
TR-5241,"[6436, 2254, 8348]"
TR-5242,"[2839, 4905, 5395]"
TR-5243,"[1857, 6320, 8192]"
TR-5244,"[6228, 3226, 6793]"
TR-5245,"[4594, 4355, 4400]"
TR-5246,"[6331, 5509, 2183]"
TR-5247,"[3248, 7556, 7554]"
TR-5248,"[8531, 49, 2262]"
TR-5249,"[5423, 4333, 3570]"
TR-5250,"[5974, 5619, 3420]"
TR-5251,"[8289, 5539, 5456]"
TR-5252,"[2183, 1619, 3523]"
TR-5253,"[244, 7461, 7738]"
TR-5254,"[5066, 5010, 5005]"
TR-5255,"[6356, 260, 8192]"
TR-5256,"[8444, 2305, 5333]"
TR-5257,"[8321, 8277, 4609]"
TR-5258,"[8244, 6044, 1978]"
TR-5259,"[6493, 2964, 4343]"
TR-5260,"[5440, 2982, 6566]"
TR-5261,"[7483, 725, 3225]"
TR-5262,"[7107, 1045, 8541]"
TR-5263,"[4595, 3333, 3462]"
TR-5264,"[5477, 5345, 3553]"
TR-5265,"[3895, 5548, 3802]"
TR-5266,"[6263, 6632, 6856]"
TR-5267,"[49, 5333, 8531]"
TR-5268,"[2184, 7568, 2358]"
TR-5269,"[7016, 7534, 2655]"
TR-5270,"[3209, 2106, 3751]"
TR-5271,"[6353, 883, 5757]"
TR-5272,"[2820, 2653, 8420]"
TR-5273,"[5618, 1165, 3002]"
TR-5274,"[6932, 4533, 7339]"
TR-5275,"[5328, 5412, 7399]"
TR-5276,"[6807, 2142, 569]"
TR-5277,"[4691, 3264, 5631]"
TR-5278,"[4487, 4645, 6254]"
TR-5279,"[8414, 7839, 6818]"
TR-5280,"[5870, 4512, 4100]"
TR-5281,"[5388, 5351, 7537]"
TR-5282,"[4522, 7701, 5171]"
TR-5283,"[3953, 2811, 8104]"
TR-5284,"[8525, 3269, 7134]"
TR-5285,"[975, 5341, 8021]"
TR-5286,"[8222, 6227, 5675]"
TR-5287,"[710, 3484, 8516]"
TR-5288,"[8044, 4344, 6242]"
TR-5289,"[5665, 7841, 8195]"
TR-5290,"[2284, 8190, 2571]"
TR-5291,"[5514, 5327, 3637]"
TR-5292,"[1757, 5238, 605]"
TR-5293,"[8238, 4126, 8263]"
TR-5294,"[6560, 6402, 4555]"
TR-5295,"[7572, 3486, 2121]"
TR-5296,"[5350, 7442, 8395]"
TR-5297,"[562, 3108, 1666]"
TR-5298,"[1836, 773, 446]"
TR-5299,"[5207, 6965, 2853]"
TR-5300,"[6976, 3987, 8165]"
TR-5301,"[8003, 7925, 7966]"
TR-5302,"[5652, 6361, 8198]"
TR-5303,"[5231, 5394, 288]"
TR-5304,"[1509, 2289, 8484]"
TR-5305,"[6830, 1922, 1522]"
TR-5306,"[3637, 5290, 5764]"
TR-5307,"[7176, 2238, 260]"
TR-5308,"[2284, 6427, 1890]"
TR-5309,"[2001, 2304, 5868]"
TR-5310,"[570, 8047, 6916]"
TR-5311,"[3982, 1373, 7609]"
TR-5312,"[6089, 7969, 6388]"
TR-5313,"[1857, 8205, 7969]"
TR-5314,"[1922, 2274, 1339]"
TR-5315,"[7615, 7841, 5757]"
TR-5316,"[1111, 1607, 8020]"
TR-5317,"[5013, 1430, 2428]"
TR-5318,"[8784, 7907, 6694]"
TR-5319,"[6258, 1273, 1078]"
TR-5320,"[2121, 5577, 6208]"
TR-5321,"[6280, 6344, 868]"
TR-5322,"[4105, 2237, 8136]"
TR-5323,"[7363, 3395, 3497]"
TR-5324,"[5944, 5503, 8279]"
TR-5325,"[5763, 8366, 5792]"
TR-5326,"[1934, 8770, 5474]"
TR-5327,"[2576, 1477, 244]"
TR-5328,"[833, 423, 1624]"
TR-5329,"[7062, 7469, 2443]"
TR-5330,"[5691, 1267, 5475]"
TR-5331,"[2829, 6220, 6632]"
TR-5332,"[5692, 5477, 94]"
TR-5333,"[3456, 6274, 2741]"
TR-5334,"[5266, 49, 8531]"
TR-5335,"[1606, 7953, 8401]"
TR-5336,"[6185, 2272, 2906]"
TR-5337,"[1421, 8105, 7454]"
TR-5338,"[3667, 6262, 8192]"
TR-5339,"[6982, 5733, 5961]"
TR-5340,"[660, 1155, 1279]"
TR-5341,"[3989, 8715, 2379]"
TR-5342,"[8360, 6361, 8735]"
